id,source_record_id,source_record_type,entity_text,entity_type,confidence,span_start,span_end,extraction_model,resolved_entity_id,created_at
EM001822,FR000086,FIR,TN38 RL 7834,VEHICLE,0.9,456,468,drishyam-ner-v1,,2026-09-07T05:41:13.376660Z
EM001823,FR000086,FIR,Number,PERSON,0.78,474,480,drishyam-ner-v1,,2026-09-07T05:41:13.376663Z
EM001824,FR000086,FIR,FIR-2024-0084,FIR_NUMBER,0.95,481,494,drishyam-ner-v1,,2026-09-07T05:41:13.376667Z
EM001825,FR000086,FIR,Case Number,LOCATION,0.7,512,523,drishyam-ner-v1,,2026-09-07T05:41:13.376670Z
EM001826,FR000086,FIR,CASE-0070,CASE_NUMBER,0.95,524,533,drishyam-ner-v1,,2026-09-07T05:41:13.376673Z
EM001827,FR000086,FIR,Section,PERSON,0.78,550,557,drishyam-ner-v1,,2026-09-07T05:41:13.376677Z
EM001828,FR000086,FIR,Section 170 IPC,LEGAL_SECTION,0.85,550,565,drishyam-ner-v1,,2026-09-07T05:41:13.376680Z
EM001829,FR000086,FIR,Investigating,PERSON,0.78,604,617,drishyam-ner-v1,,2026-09-07T05:41:13.376684Z
EM001830,FR000087,FIR,Complainant Panini Patla,PERSON,0.78,0,24,drishyam-ner-v1,,2026-09-07T05:41:13.378609Z
EM001831,FR000087,FIR,Thiruvarur,PERSON,0.78,38,48,drishyam-ner-v1,,2026-09-07T05:41:13.378612Z
EM001832,FR000087,FIR,Section,PERSON,0.78,63,70,drishyam-ner-v1,,2026-09-07T05:41:13.378615Z
EM001833,FR000087,FIR,Section 154 CrPC,LEGAL_SECTION,0.85,63,79,drishyam-ner-v1,,2026-09-07T05:41:13.378618Z
EM001834,FR000087,FIR,12-Sep-2024,DATE,0.8,93,104,drishyam-ner-v1,,2026-09-07T05:41:13.378620Z
EM001835,FR000087,FIR,Sep,PERSON,0.78,96,99,drishyam-ner-v1,,2026-09-07T05:41:13.378622Z
EM001836,FR000087,FIR,13-Sep-2024,DATE,0.8,109,120,drishyam-ner-v1,,2026-09-07T05:41:13.378624Z
EM001837,FR000087,FIR,Sep,PERSON,0.78,112,115,drishyam-ner-v1,,2026-09-07T05:41:13.378627Z
EM001838,FR000087,FIR,Nirja Bava,PERSON,0.78,122,132,drishyam-ner-v1,P000123,2026-09-07T05:41:13.378629Z
EM001839,FR000087,FIR,Zarna Menon,PERSON,0.78,152,163,drishyam-ner-v1,P000173,2026-09-07T05:41:13.378632Z
EM001840,FR000087,FIR,Crimson Tide Group,GANG,0.82,176,194,drishyam-ner-v1,ORG000008,2026-09-07T05:41:13.378634Z
EM001841,FR000087,FIR,A/C XXXX2789,BANK_ACCOUNT,0.85,223,235,drishyam-ner-v1,AC000151,2026-09-07T05:41:13.378636Z
EM001842,FR000087,FIR,03/09/2024,DATE,0.8,291,301,drishyam-ner-v1,,2026-09-07T05:41:13.378638Z
EM001843,FR000087,FIR,A/C XXXX2789,BANK_ACCOUNT,0.85,349,361,drishyam-ner-v1,AC000151,2026-09-07T05:41:13.378640Z
EM001844,FR000087,FIR,Suspects,PERSON,0.78,381,389,drishyam-ner-v1,,2026-09-07T05:41:13.378643Z
EM001845,FR000087,FIR,8551248250,PHONE,0.97,401,411,drishyam-ner-v1,PH000156,2026-09-07T05:41:13.378645Z
EM001846,FR000087,FIR,Nirja Bava,PERSON,0.78,455,465,drishyam-ner-v1,P000123,2026-09-07T05:41:13.378647Z
EM001847,FR000087,FIR,Thirunagar Cold Storage,PERSON,0.78,485,508,drishyam-ner-v1,,2026-09-07T05:41:13.378649Z
EM001848,FR000087,FIR,TN38 UP 8266,VEHICLE,0.9,543,555,drishyam-ner-v1,,2026-09-07T05:41:13.378651Z
EM001849,FR000087,FIR,Number,PERSON,0.78,561,567,drishyam-ner-v1,,2026-09-07T05:41:13.378654Z
EM001850,FR000087,FIR,FIR-2024-0085,FIR_NUMBER,0.95,568,581,drishyam-ner-v1,,2026-09-07T05:41:13.378656Z
EM001851,FR000087,FIR,Case Number,LOCATION,0.7,599,610,drishyam-ner-v1,,2026-09-07T05:41:13.378658Z
EM001852,FR000087,FIR,CASE-0071,CASE_NUMBER,0.95,611,620,drishyam-ner-v1,,2026-09-07T05:41:13.378660Z
EM001853,FR000087,FIR,Section,PERSON,0.78,640,647,drishyam-ner-v1,,2026-09-07T05:41:13.378662Z
EM001854,FR000087,FIR,Section 120B IPC,LEGAL_SECTION,0.85,640,656,drishyam-ner-v1,,2026-09-07T05:41:13.378664Z
EM001855,FR000087,FIR,Section,PERSON,0.78,661,668,drishyam-ner-v1,,2026-09-07T05:41:13.378667Z
EM001856,FR000087,FIR,Section 120B IPC,LEGAL_SECTION,0.85,661,677,drishyam-ner-v1,,2026-09-07T05:41:13.378669Z
EM001857,FR000088,FIR,Complainant Banjeet Chowdhury,PERSON,0.78,0,29,drishyam-ner-v1,,2026-09-07T05:41:13.380623Z
EM001858,FR000088,FIR,Coimbatore,PERSON,0.78,43,53,drishyam-ner-v1,,2026-09-07T05:41:13.380628Z
EM001859,FR000088,FIR,Section,PERSON,0.78,68,75,drishyam-ner-v1,,2026-09-07T05:41:13.380632Z
EM001860,FR000088,FIR,Section 154 CrPC,LEGAL_SECTION,0.85,68,84,drishyam-ner-v1,,2026-09-07T05:41:13.380636Z
EM001861,FR000088,FIR,18-May-2026,DATE,0.8,98,109,drishyam-ner-v1,,2026-09-07T05:41:13.380640Z
EM001862,FR000088,FIR,May,PERSON,0.78,101,104,drishyam-ner-v1,,2026-09-07T05:41:13.380644Z
EM001863,FR000088,FIR,23-May-2026,DATE,0.8,114,125,drishyam-ner-v1,,2026-09-07T05:41:13.380648Z
EM001864,FR000088,FIR,May,PERSON,0.78,117,120,drishyam-ner-v1,,2026-09-07T05:41:13.380652Z
EM001865,FR000088,FIR,Balhaar Kale,PERSON,0.78,127,139,drishyam-ner-v1,P000145,2026-09-07T05:41:13.380656Z
EM001866,FR000088,FIR,Jagvi Srinivas,PERSON,0.78,161,175,drishyam-ner-v1,P000101,2026-09-07T05:41:13.380660Z
EM001867,FR000088,FIR,Black Lotus Network,GANG,0.82,188,207,drishyam-ner-v1,ORG000009,2026-09-07T05:41:13.380664Z
EM001868,FR000088,FIR,A/C XXXX9290,BANK_ACCOUNT,0.85,236,248,drishyam-ner-v1,AC000121,2026-09-07T05:41:13.380668Z
EM001869,FR000088,FIR,15/05/2026,DATE,0.8,304,314,drishyam-ner-v1,,2026-09-07T05:41:13.380672Z
EM001870,FR000088,FIR,A/C XXXX9290,BANK_ACCOUNT,0.85,362,374,drishyam-ner-v1,AC000121,2026-09-07T05:41:13.380676Z
EM001871,FR000088,FIR,Suspects,PERSON,0.78,394,402,drishyam-ner-v1,,2026-09-07T05:41:13.380680Z
EM001872,FR000088,FIR,8279853154,PHONE,0.97,414,424,drishyam-ner-v1,PH000184,2026-09-07T05:41:13.380684Z
EM001873,FR000088,FIR,Balhaar Kale,PERSON,0.78,468,480,drishyam-ner-v1,P000145,2026-09-07T05:41:13.380688Z
EM001874,FR000088,FIR,Sulur Check Post,PERSON,0.78,500,516,drishyam-ner-v1,,2026-09-07T05:41:13.380692Z
EM001875,FR000088,FIR,TN27 MW 4092,VEHICLE,0.9,551,563,drishyam-ner-v1,,2026-09-07T05:41:13.380696Z
EM001876,FR000088,FIR,Number,PERSON,0.78,569,575,drishyam-ner-v1,,2026-09-07T05:41:13.380701Z
EM001877,FR000088,FIR,FIR-2026-0086,FIR_NUMBER,0.95,576,589,drishyam-ner-v1,,2026-09-07T05:41:13.380705Z
EM001878,FR000088,FIR,Case Number,LOCATION,0.7,607,618,drishyam-ner-v1,,2026-09-07T05:41:13.380708Z
EM001879,FR000088,FIR,CASE-0072,CASE_NUMBER,0.95,619,628,drishyam-ner-v1,,2026-09-07T05:41:13.380712Z
EM001880,FR000088,FIR,Section,PERSON,0.78,648,655,drishyam-ner-v1,,2026-09-07T05:41:13.380716Z
EM001881,FR000088,FIR,Section 120B IPC,LEGAL_SECTION,0.85,648,664,drishyam-ner-v1,,2026-09-07T05:41:13.380721Z
EM001882,FR000088,FIR,Section,PERSON,0.78,669,676,drishyam-ner-v1,,2026-09-07T05:41:13.380724Z
EM001883,FR000088,FIR,Section 120B IPC,LEGAL_SECTION,0.85,669,685,drishyam-ner-v1,,2026-09-07T05:41:13.380728Z
EM001884,FR000089,FIR,Complainant Lucky Edwin,PERSON,0.78,0,23,drishyam-ner-v1,,2026-09-07T05:41:13.382453Z
EM001885,FR000089,FIR,Royapuram Fuel Station,PERSON,0.78,43,65,drishyam-ner-v1,,2026-09-07T05:41:13.382457Z
EM001886,FR000089,FIR,Salem,PERSON,0.78,67,72,drishyam-ner-v1,,2026-09-07T05:41:13.382461Z
EM001887,FR000089,FIR,04-Jul-2025,DATE,0.8,77,88,drishyam-ner-v1,,2026-09-07T05:41:13.382466Z
EM001888,FR000089,FIR,Jul,PERSON,0.78,80,83,drishyam-ner-v1,,2026-09-07T05:41:13.382470Z
EM001889,FR000089,FIR,Aayush Sachdeva,PERSON,0.78,103,118,drishyam-ner-v1,P000053,2026-09-07T05:41:13.382474Z
EM001890,FR000089,FIR,Yashawini Talwar,PERSON,0.78,140,156,drishyam-ner-v1,P000122,2026-09-07T05:41:13.382478Z
EM001891,FR000089,FIR,fraud,CRIME_TYPE,0.75,168,173,drishyam-ner-v1,,2026-09-07T05:41:13.382482Z
EM001892,FR000089,FIR,30/06/2025,DATE,0.8,177,187,drishyam-ner-v1,,2026-09-07T05:41:13.382486Z
EM001893,FR000089,FIR,Aayush Sachdeva,PERSON,0.78,227,242,drishyam-ner-v1,P000053,2026-09-07T05:41:13.382490Z
EM001894,FR000089,FIR,6659111855,PHONE,0.97,276,286,drishyam-ner-v1,PH000068,2026-09-07T05:41:13.382494Z
EM001895,FR000089,FIR,TN58 EG 3658,VEHICLE,0.9,341,353,drishyam-ner-v1,,2026-09-07T05:41:13.382498Z
EM001896,FR000089,FIR,Royapuram Fuel Station,PERSON,0.78,359,381,drishyam-ner-v1,,2026-09-07T05:41:13.382502Z
EM001897,FR000089,FIR,12-Jul-2025,DATE,0.8,385,396,drishyam-ner-v1,,2026-09-07T05:41:13.382506Z
EM001898,FR000089,FIR,Jul,PERSON,0.78,388,391,drishyam-ner-v1,,2026-09-07T05:41:13.382509Z
EM001899,FR000089,FIR,The North Star,ORGANIZATION,0.7,398,412,drishyam-ner-v1,,2026-09-07T05:41:13.382513Z
EM001900,FR000089,FIR,Outfit,GANG,0.82,413,419,drishyam-ner-v1,,2026-09-07T05:41:13.382517Z
EM001901,FR000089,FIR,Number,PERSON,0.78,458,464,drishyam-ner-v1,,2026-09-07T05:41:13.382521Z
EM001902,FR000089,FIR,FIR-2025-0087,FIR_NUMBER,0.95,465,478,drishyam-ner-v1,,2026-09-07T05:41:13.382525Z
EM001903,FR000089,FIR,Case Number,LOCATION,0.7,485,496,drishyam-ner-v1,,2026-09-07T05:41:13.382529Z
EM001904,FR000089,FIR,CASE-0073,CASE_NUMBER,0.95,497,506,drishyam-ner-v1,,2026-09-07T05:41:13.382532Z
EM001905,FR000089,FIR,Section,PERSON,0.78,523,530,drishyam-ner-v1,,2026-09-07T05:41:13.382536Z
EM001906,FR000089,FIR,Section 471 IPC,LEGAL_SECTION,0.85,523,538,drishyam-ner-v1,,2026-09-07T05:41:13.382540Z
EM001907,FR000089,FIR,Investigation,LOCATION,0.7,551,564,drishyam-ner-v1,,2026-09-07T05:41:13.382544Z
EM001908,FR000090,FIR,Complainant Sathvik Dube,PERSON,0.78,0,24,drishyam-ner-v1,,2026-09-07T05:41:13.384366Z
EM001909,FR000090,FIR,Valluvar Layout Night,PERSON,0.78,44,65,drishyam-ner-v1,,2026-09-07T05:41:13.384371Z
EM001910,FR000090,FIR,Bazaar,PERSON,0.78,66,72,drishyam-ner-v1,,2026-09-07T05:41:13.384375Z
EM001911,FR000090,FIR,Erode,PERSON,0.78,74,79,drishyam-ner-v1,,2026-09-07T05:41:13.384379Z
EM001912,FR000090,FIR,09-May-2026,DATE,0.8,84,95,drishyam-ner-v1,,2026-09-07T05:41:13.384383Z
EM001913,FR000090,FIR,May,PERSON,0.78,87,90,drishyam-ner-v1,,2026-09-07T05:41:13.384387Z
EM001914,FR000090,FIR,Akshay Rau,PERSON,0.78,110,120,drishyam-ner-v1,P000153,2026-09-07T05:41:13.384391Z
EM001915,FR000090,FIR,Silk,PERSON,0.78,128,132,drishyam-ner-v1,,2026-09-07T05:41:13.384395Z
EM001916,FR000090,FIR,Waida Chakraborty,PERSON,0.78,138,155,drishyam-ner-v1,P000147,2026-09-07T05:41:13.384400Z
EM001917,FR000090,FIR,counterfeit,CRIME_TYPE,0.75,167,178,drishyam-ner-v1,,2026-09-07T05:41:13.384404Z
EM001918,FR000090,FIR,02/05/2026,DATE,0.8,185,195,drishyam-ner-v1,,2026-09-07T05:41:13.384408Z
EM001919,FR000090,FIR,Akshay Rau,PERSON,0.78,235,245,drishyam-ner-v1,P000153,2026-09-07T05:41:13.384412Z
EM001920,FR000090,FIR,7533203028,PHONE,0.97,279,289,drishyam-ner-v1,PH000193,2026-09-07T05:41:13.384415Z
EM001921,FR000090,FIR,TN31 WP 7502,VEHICLE,0.9,344,356,drishyam-ner-v1,VH000104,2026-09-07T05:41:13.384420Z
EM001922,FR000090,FIR,Valluvar Layout Night,PERSON,0.78,362,383,drishyam-ner-v1,,2026-09-07T05:41:13.384424Z
EM001923,FR000090,FIR,Bazaar,PERSON,0.78,384,390,drishyam-ner-v1,,2026-09-07T05:41:13.384427Z
EM001924,FR000090,FIR,15-May-2026,DATE,0.8,394,405,drishyam-ner-v1,,2026-09-07T05:41:13.384431Z
EM001925,FR000090,FIR,May,PERSON,0.78,397,400,drishyam-ner-v1,,2026-09-07T05:41:13.384436Z
EM001926,FR000090,FIR,The Black Lotus,ORGANIZATION,0.7,407,422,drishyam-ner-v1,,2026-09-07T05:41:13.384440Z
EM001927,FR000090,FIR,Network,GANG,0.82,423,430,drishyam-ner-v1,,2026-09-07T05:41:13.384444Z
EM001928,FR000090,FIR,Number,PERSON,0.78,469,475,drishyam-ner-v1,,2026-09-07T05:41:13.384448Z
EM001929,FR000090,FIR,FIR-2026-0088,FIR_NUMBER,0.95,476,489,drishyam-ner-v1,,2026-09-07T05:41:13.384452Z
EM001930,FR000090,FIR,Case Number,LOCATION,0.7,496,507,drishyam-ner-v1,,2026-09-07T05:41:13.384455Z
EM001931,FR000090,FIR,CASE-0074,CASE_NUMBER,0.95,508,517,drishyam-ner-v1,,2026-09-07T05:41:13.384459Z
EM001932,FR000090,FIR,Section,PERSON,0.78,534,541,drishyam-ner-v1,,2026-09-07T05:41:13.384463Z
EM001933,FR000090,FIR,Section 420 IPC,LEGAL_SECTION,0.85,534,549,drishyam-ner-v1,,2026-09-07T05:41:13.384467Z
EM001934,FR000090,FIR,Investigation,LOCATION,0.7,562,575,drishyam-ner-v1,,2026-09-07T05:41:13.384471Z
EM001935,FR000091,FIR,Complainant Sathvik Dube,PERSON,0.78,0,24,drishyam-ner-v1,,2026-09-07T05:41:13.386222Z
EM001936,FR000091,FIR,Ukkadam Cold Storage,PERSON,0.78,44,64,drishyam-ner-v1,,2026-09-07T05:41:13.386226Z
EM001937,FR000091,FIR,Erode,PERSON,0.78,66,71,drishyam-ner-v1,,2026-09-07T05:41:13.386230Z
EM001938,FR000091,FIR,09-May-2026,DATE,0.8,76,87,drishyam-ner-v1,,2026-09-07T05:41:13.386234Z
EM001939,FR000091,FIR,May,PERSON,0.78,79,82,drishyam-ner-v1,,2026-09-07T05:41:13.386238Z
EM001940,FR000091,FIR,Akshay Rau,PERSON,0.78,102,112,drishyam-ner-v1,P000153,2026-09-07T05:41:13.386242Z
EM001941,FR000091,FIR,Silk,PERSON,0.78,120,124,drishyam-ner-v1,,2026-09-07T05:41:13.386246Z
EM001942,FR000091,FIR,Waida Chakraborty,PERSON,0.78,130,147,drishyam-ner-v1,P000147,2026-09-07T05:41:13.386250Z
EM001943,FR000091,FIR,counterfeit,CRIME_TYPE,0.75,159,170,drishyam-ner-v1,,2026-09-07T05:41:13.386254Z
EM001944,FR000091,FIR,30/04/2026,DATE,0.8,177,187,drishyam-ner-v1,,2026-09-07T05:41:13.386258Z
EM001945,FR000091,FIR,Akshay Rau,PERSON,0.78,227,237,drishyam-ner-v1,P000153,2026-09-07T05:41:13.386262Z
EM001946,FR000091,FIR,7533203028,PHONE,0.97,271,281,drishyam-ner-v1,PH000193,2026-09-07T05:41:13.386266Z
EM001947,FR000091,FIR,TN31 WP 7502,VEHICLE,0.9,336,348,drishyam-ner-v1,VH000104,2026-09-07T05:41:13.386270Z
EM001948,FR000091,FIR,Ukkadam Cold Storage,PERSON,0.78,354,374,drishyam-ner-v1,,2026-09-07T05:41:13.386274Z
EM001949,FR000091,FIR,19-May-2026,DATE,0.8,378,389,drishyam-ner-v1,,2026-09-07T05:41:13.386278Z
EM001950,FR000091,FIR,May,PERSON,0.78,381,384,drishyam-ner-v1,,2026-09-07T05:41:13.386282Z
EM001951,FR000091,FIR,The Black Lotus,ORGANIZATION,0.7,391,406,drishyam-ner-v1,,2026-09-07T05:41:13.386286Z
EM001952,FR000091,FIR,Network,GANG,0.82,407,414,drishyam-ner-v1,,2026-09-07T05:41:13.386290Z
EM001953,FR000091,FIR,Number,PERSON,0.78,453,459,drishyam-ner-v1,,2026-09-07T05:41:13.386294Z
EM001954,FR000091,FIR,FIR-2026-0089,FIR_NUMBER,0.95,460,473,drishyam-ner-v1,,2026-09-07T05:41:13.386298Z
EM001955,FR000091,FIR,Case Number,LOCATION,0.7,480,491,drishyam-ner-v1,,2026-09-07T05:41:13.386302Z
EM001956,FR000091,FIR,CASE-0074,CASE_NUMBER,0.95,492,501,drishyam-ner-v1,,2026-09-07T05:41:13.386306Z
EM001957,FR000091,FIR,Section,PERSON,0.78,518,525,drishyam-ner-v1,,2026-09-07T05:41:13.386310Z
EM001958,FR000091,FIR,Section 420 IPC,LEGAL_SECTION,0.85,518,533,drishyam-ner-v1,,2026-09-07T05:41:13.386314Z
EM001959,FR000091,FIR,Investigation,LOCATION,0.7,546,559,drishyam-ner-v1,,2026-09-07T05:41:13.386318Z
EM001960,FR000092,FIR,Complainant Onkar Kibe,PERSON,0.78,0,22,drishyam-ner-v1,,2026-09-07T05:41:13.388217Z
EM001961,FR000092,FIR,Chokkanadar Pettai Oil,PERSON,0.78,35,57,drishyam-ner-v1,,2026-09-07T05:41:13.388222Z
EM001962,FR000092,FIR,Depot,PERSON,0.78,58,63,drishyam-ner-v1,,2026-09-07T05:41:13.388226Z
EM001963,FR000092,FIR,Virudhunagar,PERSON,0.78,82,94,drishyam-ner-v1,,2026-09-07T05:41:13.388230Z
EM001964,FR000092,FIR,02-Oct-2025,DATE,0.8,98,109,drishyam-ner-v1,,2026-09-07T05:41:13.388234Z
EM001965,FR000092,FIR,Oct,PERSON,0.78,101,104,drishyam-ner-v1,,2026-09-07T05:41:13.388238Z
EM001966,FR000092,FIR,Arunima Sunder,PERSON,0.78,115,129,drishyam-ner-v1,P000175,2026-09-07T05:41:13.388242Z
EM001967,FR000092,FIR,Silk,PERSON,0.78,137,141,drishyam-ner-v1,,2026-09-07T05:41:13.388246Z
EM001968,FR000092,FIR,Neha Chakraborty,PERSON,0.78,147,163,drishyam-ner-v1,P000002,2026-09-07T05:41:13.388250Z
EM001969,FR000092,FIR,Blue Orchid Cartel,GANG,0.82,171,189,drishyam-ner-v1,ORG000011,2026-09-07T05:41:13.388253Z
EM001970,FR000092,FIR,24/09/2025,DATE,0.8,278,288,drishyam-ner-v1,,2026-09-07T05:41:13.388258Z
EM001971,FR000092,FIR,Arunima Sunder,PERSON,0.78,290,304,drishyam-ner-v1,P000175,2026-09-07T05:41:13.388262Z
EM001972,FR000092,FIR,7132365991,PHONE,0.97,341,351,drishyam-ner-v1,PH000221,2026-09-07T05:41:13.388266Z
EM001973,FR000092,FIR,The,LOCATION,0.7,397,400,drishyam-ner-v1,,2026-09-07T05:41:13.388270Z
EM001974,FR000092,FIR,TN20 EZ 3098,VEHICLE,0.9,458,470,drishyam-ner-v1,VH000119,2026-09-07T05:41:13.388274Z
EM001975,FR000092,FIR,Number,PERSON,0.78,476,482,drishyam-ner-v1,,2026-09-07T05:41:13.388278Z
EM001976,FR000092,FIR,FIR-2025-0090,FIR_NUMBER,0.95,483,496,drishyam-ner-v1,,2026-09-07T05:41:13.388282Z
EM001977,FR000092,FIR,Case Number,LOCATION,0.7,514,525,drishyam-ner-v1,,2026-09-07T05:41:13.388286Z
EM001978,FR000092,FIR,CASE-0075,CASE_NUMBER,0.95,526,535,drishyam-ner-v1,,2026-09-07T05:41:13.388290Z
EM001979,FR000092,FIR,Investigating,PERSON,0.78,598,611,drishyam-ner-v1,,2026-09-07T05:41:13.388293Z
EM001980,FR000093,FIR,Complainant Brinda Bobal,PERSON,0.78,0,24,drishyam-ner-v1,,2026-09-07T05:41:13.390319Z
EM001981,FR000093,FIR,Theni,PERSON,0.78,38,43,drishyam-ner-v1,,2026-09-07T05:41:13.390324Z
EM001982,FR000093,FIR,Section,PERSON,0.78,58,65,drishyam-ner-v1,,2026-09-07T05:41:13.390328Z
EM001983,FR000093,FIR,Section 154 CrPC,LEGAL_SECTION,0.85,58,74,drishyam-ner-v1,,2026-09-07T05:41:13.390332Z
EM001984,FR000093,FIR,18-May-2025,DATE,0.8,88,99,drishyam-ner-v1,,2026-09-07T05:41:13.390336Z
EM001985,FR000093,FIR,May,PERSON,0.78,91,94,drishyam-ner-v1,,2026-09-07T05:41:13.390340Z
EM001986,FR000093,FIR,30-May-2025,DATE,0.8,104,115,drishyam-ner-v1,,2026-09-07T05:41:13.390344Z
EM001987,FR000093,FIR,May,PERSON,0.78,107,110,drishyam-ner-v1,,2026-09-07T05:41:13.390347Z
EM001988,FR000093,FIR,Henry Goda,PERSON,0.78,117,127,drishyam-ner-v1,P000174,2026-09-07T05:41:13.390351Z
EM001989,FR000093,FIR,Silk,PERSON,0.78,135,139,drishyam-ner-v1,,2026-09-07T05:41:13.390356Z
EM001990,FR000093,FIR,Zarna Menon,PERSON,0.78,145,156,drishyam-ner-v1,P000173,2026-09-07T05:41:13.390360Z
EM001991,FR000093,FIR,Blue Orchid Cartel,GANG,0.82,169,187,drishyam-ner-v1,ORG000011,2026-09-07T05:41:13.390364Z
EM001992,FR000093,FIR,A/C XXXX2607,BANK_ACCOUNT,0.85,216,228,drishyam-ner-v1,AC000209,2026-09-07T05:41:13.390368Z
EM001993,FR000093,FIR,09/05/2025,DATE,0.8,284,294,drishyam-ner-v1,,2026-09-07T05:41:13.390372Z
EM001994,FR000093,FIR,A/C XXXX2607,BANK_ACCOUNT,0.85,342,354,drishyam-ner-v1,AC000209,2026-09-07T05:41:13.390376Z
EM001995,FR000093,FIR,Suspects,PERSON,0.78,374,382,drishyam-ner-v1,,2026-09-07T05:41:13.390380Z
EM001996,FR000093,FIR,7532008136,PHONE,0.97,394,404,drishyam-ner-v1,PH000220,2026-09-07T05:41:13.390384Z
EM001997,FR000093,FIR,Henry Goda,PERSON,0.78,448,458,drishyam-ner-v1,P000174,2026-09-07T05:41:13.390389Z
EM001998,FR000093,FIR,Kallamadu Agro Market,PERSON,0.78,478,499,drishyam-ner-v1,,2026-09-07T05:41:13.390393Z
EM001999,FR000093,FIR,TN01 HL 6352,VEHICLE,0.9,534,546,drishyam-ner-v1,VH000118,2026-09-07T05:41:13.390397Z
EM002000,FR000093,FIR,Number,PERSON,0.78,552,558,drishyam-ner-v1,,2026-09-07T05:41:13.390401Z
EM002001,FR000093,FIR,FIR-2025-0091,FIR_NUMBER,0.95,559,572,drishyam-ner-v1,,2026-09-07T05:41:13.390405Z
EM002002,FR000093,FIR,Case Number,LOCATION,0.7,590,601,drishyam-ner-v1,,2026-09-07T05:41:13.390409Z
EM002003,FR000093,FIR,CASE-0076,CASE_NUMBER,0.95,602,611,drishyam-ner-v1,,2026-09-07T05:41:13.390413Z
EM002004,FR000093,FIR,Section,PERSON,0.78,631,638,drishyam-ner-v1,,2026-09-07T05:41:13.390416Z
EM002005,FR000093,FIR,Section,PERSON,0.78,650,657,drishyam-ner-v1,,2026-09-07T05:41:13.390420Z
EM002006,FR000093,FIR,Section 120B IPC,LEGAL_SECTION,0.85,650,666,drishyam-ner-v1,,2026-09-07T05:41:13.390424Z
EM002007,FR000094,FIR,02/10/2024,DATE,0.8,3,13,drishyam-ner-v1,,2026-09-07T05:41:13.392166Z
EM002008,FR000094,FIR,Yochana Chanda,PERSON,0.78,46,60,drishyam-ner-v1,P000603,2026-09-07T05:41:13.392171Z
EM002009,FR000094,FIR,Thirunagar Cold Storage,PERSON,0.78,76,99,drishyam-ner-v1,,2026-09-07T05:41:13.392175Z
EM002010,FR000094,FIR,Villupuram,PERSON,0.78,101,111,drishyam-ner-v1,,2026-09-07T05:41:13.392179Z
EM002011,FR000094,FIR,Azaan Swamy,PERSON,0.78,116,127,drishyam-ner-v1,P000146,2026-09-07T05:41:13.392183Z
EM002012,FR000094,FIR,Damini Dutt,PERSON,0.78,147,158,drishyam-ner-v1,P000201,2026-09-07T05:41:13.392188Z
EM002013,FR000094,FIR,Black Lotus Network,GANG,0.82,175,194,drishyam-ner-v1,ORG000009,2026-09-07T05:41:13.392192Z
EM002014,FR000094,FIR,Azaan Swamy,PERSON,0.78,273,284,drishyam-ner-v1,P000146,2026-09-07T05:41:13.392196Z
EM002015,FR000094,FIR,6265117603,PHONE,0.97,318,328,drishyam-ner-v1,PH000185,2026-09-07T05:41:13.392200Z
EM002016,FR000094,FIR,TN38 KG 9141,VEHICLE,0.9,366,378,drishyam-ner-v1,VH000098,2026-09-07T05:41:13.392204Z
EM002017,FR000094,FIR,19-Oct-2024,DATE,0.8,392,403,drishyam-ner-v1,,2026-09-07T05:41:13.392208Z
EM002018,FR000094,FIR,Oct,PERSON,0.78,395,398,drishyam-ner-v1,,2026-09-07T05:41:13.392216Z
EM002019,FR000094,FIR,Number,PERSON,0.78,409,415,drishyam-ner-v1,,2026-09-07T05:41:13.392220Z
EM002020,FR000094,FIR,FIR-2024-0092,FIR_NUMBER,0.95,416,429,drishyam-ner-v1,,2026-09-07T05:41:13.392224Z
EM002021,FR000094,FIR,Case Number,LOCATION,0.7,436,447,drishyam-ner-v1,,2026-09-07T05:41:13.392228Z
EM002022,FR000094,FIR,CASE-0077,CASE_NUMBER,0.95,448,457,drishyam-ner-v1,,2026-09-07T05:41:13.392232Z
EM002023,FR000094,FIR,Section,PERSON,0.78,474,481,drishyam-ner-v1,,2026-09-07T05:41:13.392236Z
EM002024,FR000094,FIR,Section 506,LEGAL_SECTION,0.85,474,485,drishyam-ner-v1,,2026-09-07T05:41:13.392240Z
EM002025,FR000094,FIR,Investigation,LOCATION,0.7,505,518,drishyam-ner-v1,,2026-09-07T05:41:13.392244Z
EM002026,FR000095,FIR,30/09/2024,DATE,0.8,3,13,drishyam-ner-v1,,2026-09-07T05:41:13.393962Z
EM002027,FR000095,FIR,Yochana Chanda,PERSON,0.78,46,60,drishyam-ner-v1,P000603,2026-09-07T05:41:13.393966Z
EM002028,FR000095,FIR,Chokkanadar Pettai Oil,PERSON,0.78,76,98,drishyam-ner-v1,,2026-09-07T05:41:13.393970Z
EM002029,FR000095,FIR,Depot,PERSON,0.78,99,104,drishyam-ner-v1,,2026-09-07T05:41:13.393975Z
EM002030,FR000095,FIR,Villupuram,PERSON,0.78,106,116,drishyam-ner-v1,,2026-09-07T05:41:13.393979Z
EM002031,FR000095,FIR,Azaan Swamy,PERSON,0.78,121,132,drishyam-ner-v1,P000146,2026-09-07T05:41:13.393983Z
